user_id,place_id,rating,unique_id
109284,P094,0,
101533,P099,4,
100175,P094,5,
104760,P098,3,
101083,P097,2,
104719,P102,1,
109317,P099,1,
107752,P086,2,
108863,P089,0,
101380,P097,5,
106855,P096,2,
109224,P089,5,
102614,P093,2,
102871,P085,5,
109966,P103,5,
102134,P102,3,
106830,P094,5,
104631,P092,0,
107045,P095,2,
107056,P099,5,
109947,P096,0,
107101,P087,3,
108336,P091,0,
104054,P097,5,
106013,P087,2,
107558,P086,0,
102154,P086,2,
109072,P093,4,
109362,P103,4,
103592,P099,0,
106580,P103,2,
109983,P093,3,
106197,P100,2,
108523,P085,4,
106698,P090,3,
103328,P103,3,
104219,P102,1,
108320,P087,0,
103080,P100,2,
109451,P098,4,
103540,P089,5,
101855,P088,4,
105543,P103,4,
104770,P088,3,
107293,P091,1,
107302,P091,3,
107388,P102,2,
103487,P098,0,
107529,P085,0,
102196,P098,3,
109001,P098,5,
105955,P087,1,
103472,P088,5,
103640,P090,2,
100976,P084,4,
100794,P097,4,
100042,P087,0,
104166,P089,4,
107755,P103,3,
104545,P090,0,
102484,P103,5,
102812,P097,3,
102866,P089,1,
108390,P093,5,
106615,P101,3,
104572,P098,0,
107942,P095,4,
101164,P087,0,
108497,P088,1,
109459,P097,5,
108309,P094,1,
109245,P101,5,
108478,P088,1,
100049,P089,0,
101242,P084,1,
106720,P098,4,
109429,P089,3,
103017,P096,5,
104013,P103,4,
105881,P086,3,
105574,P094,1,
106264,P089,5,
102012,P098,1,
101973,P092,1,
104646,P094,0,
101101,P101,3,
108793,P095,1,
102243,P102,0,
106336,P102,2,
108095,P096,4,
104515,P089,3,
109132,P089,4,
105733,P101,0,
108912,P095,1,
101313,P099,5,
103295,P094,1,
104658,P085,1,
107023,P087,3,
109982,P094,5,
104907,P086,0,
104750,P093,5,
105565,P089,5,
104465,P103,5,
105725,P087,4,
104343,P099,0,
106151,P093,4,
109376,P103,3,
100263,P094,4,
105923,P096,4,
108543,P103,0,
108058,P090,5,
108238,P093,2,
109499,P096,2,
105155,P087,2,
106848,P096,1,
100213,P100,1,
101769,P096,1,
100300,P100,3,
104445,P091,0,
107869,P100,2,
100268,P084,3,
105690,P089,2,
101259,P101,2,
101459,P085,0,
108155,P088,3,
104359,P096,5,
104064,P101,3,
101491,P090,2,
102931,P094,2,
100365,P092,0,
102993,P102,0,
106877,P097,1,
100672,P090,2,
104806,P099,2,
104355,P084,2,
108237,P093,4,
108081,P086,1,
103613,P094,5,
105653,P087,2,
108649,P103,4,
101594,P103,5,
103471,P093,2,
103099,P095,2,
102590,P097,1,
108200,P102,3,
101802,P092,1,
108590,P102,0,
104198,P091,2,
104902,P103,2,
109665,P092,0,
105727,P094,3,
106688,P089,0,
102214,P097,2,
109938,P102,2,
103239,P102,4,
107845,P090,4,
105062,P088,3,
108560,P098,5,
101965,P092,3,
105373,P090,0,
107807,P093,0,
103769,P093,3,
100324,P102,0,
108520,P093,2,
101125,P099,0,
105601,P087,2,
100559,P099,0,
100835,P091,5,
108192,P090,5,
101301,P096,1,
103571,P102,2,
108504,P103,0,
105150,P093,2,
101242,P094,3,
107967,P093,1,
107552,P092,4,
109545,P098,1,
109885,P086,2,
105055,P090,2,
103915,P092,3,
108113,P087,2,
102905,P084,2,
104397,P086,4,
101618,P102,5,
100247,P097,4,
105123,P086,3,
103643,P096,0,
109844,P093,5,
103048,P101,4,
106793,P085,1,
103490,P089,3,
108436,P094,0,
108100,P095,5,
102125,P096,5,
107783,P100,1,
102455,P096,4,
107934,P101,0,
107798,P096,5,
101463,P086,0,
107749,P091,2,
103844,P091,3,
100516,P092,0,
100116,P102,5,
100078,P102,2,
109974,P102,2,
108172,P099,3,
104608,P084,4,
100766,P089,2,
100969,P099,4,
109307,P102,0,
100099,P086,0,
108684,P099,2,
104880,P094,5,
102221,P094,1,
106076,P095,1,
101566,P094,2,
100088,P091,5,
101165,P088,3,
100230,P102,2,
107539,P087,4,
103619,P100,0,
105825,P093,4,
102643,P093,3,
103601,P085,4,
100479,P088,0,
100691,P095,2,
107426,P100,1,
106527,P090,5,
109631,P088,4,
109634,P103,1,
101291,P102,3,
108334,P099,5,
103309,P084,2,
102663,P095,5,
100575,P090,3,
104073,P101,2,
105616,P096,1,
102196,P100,1,
108784,P101,5,
109599,P088,0,
103763,P093,5,
107156,P101,2,
109503,P088,4,
106245,P103,4,
104934,P103,3,
106175,P090,5,
103247,P084,5,
106777,P094,3,
107720,P091,1,
109539,P085,5,
102943,P098,2,
105828,P093,1,
106898,P102,5,
105593,P100,1,
107776,P088,5,
103723,P084,5,
107917,P091,0,
108321,P090,5,
105125,P098,5,
101989,P103,2,
105802,P087,4,
105590,P091,3,
109260,P084,2,
103669,P092,0,
100120,P088,4,
105191,P086,0,
103119,P096,5,
104158,P103,3,
104916,P086,4,
106586,P099,1,
103903,P087,2,
103776,P103,2,
105127,P093,0,
106199,P099,5,
107151,P089,4,
109563,P099,2,
105931,P092,1,
105160,P092,0,
107616,P095,2,
100353,P101,3,
103389,P100,3,
107752,P099,3,
107503,P099,5,
103243,P103,3,
107649,P101,1,
103338,P085,0,
102395,P090,0,
102379,P100,2,
105700,P094,4,
105373,P091,2,
108655,P085,3,
100814,P090,4,
103016,P092,0,
104606,P099,0,
101809,P098,5,
103516,P092,5,
104911,P085,1,
106683,P086,5,
100777,P092,1,
109160,P094,4,
103142,P085,2,
107162,P091,4,
105391,P103,3,
101786,P084,5,
102471,P090,0,
100118,P098,1,
104556,P090,1,
101112,P098,5,
100331,P086,0,
103524,P102,0,
109757,P097,0,
108489,P101,1,
101166,P098,4,
108044,P084,2,
102745,P085,1,
101849,P086,0,
104678,P088,2,
103697,P103,2,
107018,P098,5,
104219,P084,5,
109726,P103,0,
102074,P090,5,
104348,P092,2,
105995,P097,2,
105684,P090,4,
100742,P091,5,
103946,P086,4,
101457,P093,3,
103529,P100,1,
109048,P088,5,
101765,P094,3,
105559,P088,4,
109595,P087,3,
107278,P090,3,
105816,P095,0,
105755,P103,0,
100388,P086,0,
109343,P096,5,
105837,P090,5,
105530,P091,4,
102167,P096,2,
101560,P090,4,
104348,P091,2,
105265,P090,5,
104950,P098,2,
101022,P099,1,
105937,P091,0,
101265,P098,0,
109096,P102,5,
100165,P100,5,
103522,P097,0,
108148,P095,0,
101469,P095,2,
106667,P087,4,
102158,P091,2,
102847,P091,5,
103251,P084,3,
102305,P089,0,
103456,P085,0,
105780,P101,3,
103118,P092,1,
108747,P095,3,
107039,P098,4,
108089,P087,5,
102146,P093,3,
106590,P098,4,
102702,P090,3,
102076,P084,2,
103889,P093,0,
105420,P092,5,
105562,P098,3,
107393,P084,5,
107239,P101,0,
100393,P093,3,
108189,P094,5,
102924,P087,1,
103287,P085,0,
105338,P096,4,
108050,P088,2,
109446,P092,3,
109621,P091,5,
102816,P099,0,
108658,P093,4,
101934,P101,0,
105463,P087,0,
105704,P085,2,
106748,P100,2,
109524,P084,5,
100893,P084,5,
109661,P088,5,
108346,P099,5,
103262,P087,1,
100516,P088,2,
101315,P098,0,
103676,P093,1,
105710,P091,5,
100660,P100,4,
101350,P100,1,
105988,P090,1,
106731,P086,1,
107670,P084,1,
101219,P094,5,
104390,P099,3,
106971,P099,5,
107498,P085,0,
107594,P096,4,
107046,P094,0,
109171,P102,0,
109325,P090,3,
103569,P092,2,
108457,P093,4,
106244,P091,1,
103283,P084,0,
106868,P098,5,
104780,P086,1,
107024,P100,4,
105492,P096,3,
102315,P089,4,
108203,P087,4,
104952,P098,3,
107875,P093,4,
108697,P093,0,
109242,P090,2,
100069,P095,5,
108036,P100,1,
103620,P098,4,
105912,P091,4,
100098,P086,2,
104777,P086,4,
108226,P102,4,
108507,P099,5,
109064,P094,2,
101931,P089,5,
100053,P101,4,
109251,P095,5,
104726,P090,1,
104383,P101,0,
100707,P093,0,
108424,P089,4,
103175,P086,0,
103103,P093,3,
106785,P099,3,
106238,P100,4,
104258,P097,3,
103258,P099,0,
106743,P099,4,
105731,P086,2,
101933,P094,0,
103269,P094,5,
108688,P094,5,
108150,P087,2,
106432,P103,5,
104223,P092,1,
108717,P097,3,
106665,P087,5,
102663,P096,5,
104786,P086,2,
107275,P098,0,
108286,P099,3,
109612,P086,1,
107220,P087,0,
100243,P100,1,
101331,P091,3,
102005,P084,2,
104770,P084,4,
100756,P092,0,
109184,P085,5,
109952,P087,1,
103352,P094,1,
103787,P092,5,
104500,P097,2,
101315,P095,5,
107101,P102,1,
109664,P086,1,
105246,P090,0,
103067,P088,3,
103101,P090,4,
101911,P095,4,
103470,P084,1,
100379,P093,4,
106432,P088,5,
106462,P091,5,
100608,P089,0,
101344,P099,3,
100332,P097,0,
107624,P092,1,
102915,P094,3,
108936,P090,2,
104125,P092,4,
108429,P087,0,
103497,P093,5,
108080,P092,3,
100106,P099,1,
106979,P089,5,
109281,P092,5,
102941,P100,3,
108088,P085,2,
106113,P086,4,
106120,P093,2,
107332,P087,1,
104266,P100,2,
105344,P085,1,
100869,P094,5,
105066,P086,3,
105732,P094,4,
103078,P094,1,
102584,P093,1,
101434,P095,4,
101276,P091,3,
102156,P087,2,
100132,P092,5,
108512,P095,0,
109017,P095,3,
106474,P100,2,
100522,P103,0,
109002,P100,1,
105141,P088,4,
103429,P088,2,
101259,P094,5,
101344,P097,4,
103562,P101,2,
101397,P098,4,
109695,P084,3,
101317,P099,3,
106059,P084,1,
100425,P096,2,
107020,P084,3,
104226,P095,1,
102507,P088,5,
101668,P103,2,
106258,P094,0,
106360,P096,3,
107517,P100,1,
107458,P088,4,
106031,P092,0,
104841,P096,2,
102072,P088,5,
101309,P091,3,
101345,P093,3,
103564,P085,4,
106335,P092,3,
100672,P091,3,
102647,P084,0,
107792,P087,1,
103808,P098,4,
107142,P099,2,
106800,P089,0,
108494,P102,0,
109887,P103,2,
103258,P101,4,
109435,P096,3,
106281,P092,5,
108410,P090,0,
106275,P098,5,
108284,P091,3,
103614,P103,2,
104622,P094,2,
105386,P093,1,
104929,P102,2,
101704,P096,0,
109305,P097,0,
103691,P085,0,
100448,P086,5,
104914,P100,5,
102529,P087,3,
103207,P096,4,
109866,P084,1,
103719,P089,2,
104649,P099,2,
100788,P103,2,
104569,P103,0,
104067,P095,4,
109205,P098,0,
106280,P087,0,
106014,P087,1,
107551,P099,3,
106723,P085,5,
103376,P092,1,
109238,P096,2,
101069,P102,1,
107065,P088,5,
106192,P102,3,
107036,P101,2,
101099,P099,0,
103696,P101,1,
105978,P094,2,
100319,P086,5,
103882,P097,0,
103220,P090,3,
102366,P097,4,
109809,P090,1,
105153,P085,0,
108414,P095,2,
107376,P089,1,
102523,P085,5,
106802,P103,2,
108513,P094,3,
109254,P103,2,
103003,P099,4,
100772,P091,0,
100189,P087,2,
109305,P101,2,
108506,P090,0,
106647,P101,4,
103371,P093,0,
101246,P084,4,
106936,P091,1,
101554,P090,5,
107812,P102,2,
103118,P092,3,
105837,P088,5,
106647,P098,0,
107013,P085,1,
108884,P089,1,
103210,P099,5,
103855,P100,1,
105470,P099,0,
100455,P090,5,
107147,P094,1,
100449,P085,1,
104946,P084,5,
100991,P084,3,
106389,P085,0,
102589,P102,3,
104682,P094,3,
104336,P096,1,
105587,P097,3,
105034,P087,4,
101467,P096,2,
106827,P101,4,
104864,P089,5,
104951,P091,0,
106307,P100,0,
100531,P091,1,
109897,P089,1,
108426,P087,0,
106962,P097,3,
107836,P103,0,
102355,P103,2,
107584,P095,1,
107946,P097,2,
109317,P084,2,
103116,P103,1,
107254,P085,5,
104981,P103,4,
103167,P094,5,
108996,P096,1,
103456,P095,5,
102703,P096,5,
101196,P095,3,
103369,P103,2,
107205,P100,3,
104724,P085,3,
107037,P100,5,
103419,P086,4,
105722,P100,3,
105551,P101,5,
106407,P102,2,
107375,P100,1,
108658,P103,1,
103451,P089,4,
104949,P097,3,
100900,P101,0,
103950,P094,0,
103027,P097,4,
107216,P098,5,
101053,P098,5,
101666,P099,5,
105764,P095,0,
106875,P094,5,
104561,P096,0,
109943,P098,3,
104935,P102,5,
108397,P098,5,
102283,P094,3,
109782,P090,0,
105982,P099,4,
109132,P094,5,
103804,P084,2,
107539,P095,0,
108833,P097,4,
101109,P100,1,
104711,P093,0,
100223,P092,1,
102197,P103,2,
103466,P091,2,
107065,P089,2,
101816,P090,0,
108226,P099,5,
100782,P084,5,
108958,P100,4,
101519,P098,2,
106070,P086,1,
109164,P089,4,
104545,P096,2,
104988,P087,0,
106620,P093,1,
105803,P097,5,
100181,P092,3,
103449,P091,0,
109812,P096,2,
105604,P098,2,
103038,P096,2,
107990,P091,4,
109637,P093,5,
107852,P090,0,
108750,P094,0,
103955,P087,3,
104305,P099,3,
108430,P088,3,
106709,P089,1,
108226,P093,4,
103149,P100,2,
100154,P089,1,
106258,P100,4,
108472,P102,3,
104026,P093,3,
109217,P097,1,
100288,P096,5,
103383,P091,3,
104723,P090,3,
100453,P098,3,
101172,P100,1,
100774,P089,2,
103148,P099,0,
107153,P085,2,
108361,P089,0,
105639,P101,0,
108749,P097,2,
100795,P084,0,
106876,P091,4,
101274,P089,1,
108642,P095,1,
107024,P097,3,
109868,P097,4,
101277,P094,1,
105561,P085,2,
104312,P098,2,
109439,P100,1,
104756,P088,5,
103302,P087,2,
109360,P091,0,
107900,P088,5,
104148,P087,4,
100314,P097,2,
107879,P093,2,
100166,P094,1,
109318,P087,0,
106400,P088,0,
109898,P091,0,
109625,P103,5,
109330,P090,4,
107358,P091,5,
100891,P103,5,
109584,P085,0,
105776,P089,3,
102051,P097,1,
106489,P100,1,
100801,P092,3,
108508,P098,2,
102691,P092,3,
108103,P085,1,
103441,P096,2,
105290,P094,5,
100859,P092,3,
106781,P088,4,
105559,P100,2,
105696,P096,4,
108035,P092,2,
103536,P093,4,
103146,P099,0,
100092,P091,0,
109019,P102,0,
106200,P088,1,
100085,P096,4,
105169,P087,2,
102326,P102,0,
109429,P100,5,
104465,P098,1,
103977,P094,0,
102504,P092,3,
102516,P086,5,
104878,P100,0,
102135,P103,1,
104459,P087,2,
109838,P091,1,
102754,P095,1,
108185,P100,1,
107358,P097,2,
104596,P093,4,
105243,P094,1,
103308,P094,0,
103552,P099,4,
104129,P101,5,
108396,P093,0,
105185,P092,2,
105723,P088,5,
107254,P100,4,
106164,P092,3,
105179,P084,3,
105097,P085,3,
107787,P089,5,
105710,P091,1,
102730,P099,2,
109206,P094,4,
104841,P098,4,
104189,P089,3,
100398,P088,5,
102848,P084,0,
102171,P091,3,
104498,P099,5,
102170,P099,1,
101635,P085,2,
108039,P092,3,
103074,P097,4,
104718,P100,4,
100359,P085,5,
108693,P095,5,
101686,P086,1,
105494,P097,3,
109189,P085,2,
107683,P102,2,
106454,P092,4,
102645,P085,4,
102306,P093,1,
109912,P092,4,
104157,P102,4,
102591,P090,4,
106332,P097,5,
104101,P093,1,
101361,P091,3,
100134,P096,4,
106688,P092,3,
101554,P095,5,
105657,P094,3,
108400,P103,5,
108478,P099,1,
102505,P095,2,
101706,P100,0,
105508,P093,0,
100113,P089,1,
103543,P096,3,
102335,P088,4,
102007,P088,5,
101564,P101,1,
107427,P098,5,
104112,P096,1,
100539,P084,3,
108285,P102,5,
108055,P092,2,
102743,P102,0,
106005,P089,2,
109989,P101,5,
108133,P093,4,
107047,P092,3,
105246,P096,4,
108128,P089,4,
107275,P091,5,
104784,P102,2,
103430,P089,5,
105513,P088,1,
102951,P094,3,
102606,P089,0,
102029,P086,2,
109345,P085,3,
107036,P097,5,
109076,P094,0,
107784,P098,3,
105750,P092,5,
102406,P088,4,
106380,P103,2,
109451,P103,1,
100009,P085,1,
104961,P086,2,
102460,P092,4,
104958,P102,1,
104500,P086,2,
102876,P092,5,
103355,P095,1,
100533,P091,3,
109563,P089,0,
107827,P102,5,
101550,P088,4,
109986,P089,2,
104779,P099,4,
100512,P094,0,
104832,P098,2,
101912,P103,2,
108528,P096,4,
105112,P099,3,
107486,P095,4,
108242,P093,1,
101963,P093,0,
104985,P093,5,
107798,P100,3,
102006,P098,3,
102842,P100,4,
102450,P084,2,
100430,P103,0,
104977,P088,4,
103187,P087,4,
101665,P085,3,
109289,P086,2,
103565,P098,5,
105828,P103,1,
109728,P098,0,
109638,P097,4,
108313,P100,5,
102544,P096,4,
105871,P090,1,
100902,P096,2,
103580,P102,4,
103093,P103,2,
100410,P099,1,
108487,P102,2,
102244,P091,5,
109222,P100,5,
109997,P085,3,
100560,P084,0,
102724,P088,2,
105784,P085,5,
106266,P101,0,
103891,P102,1,
106238,P094,1,
101173,P098,3,
107580,P087,1,
109369,P102,0,
103062,P089,2,
101132,P091,1,
109753,P101,0,
103539,P102,1,
100920,P084,3,
105133,P089,1,
102752,P093,5,
100464,P089,2,
101198,P101,2,
100587,P100,5,
101501,P087,4,
104593,P101,2,
102705,P085,0,
100814,P101,5,
102033,P094,1,
105442,P098,2,
109636,P098,2,
104096,P087,5,
108059,P093,2,
100516,P092,2,
100542,P085,4,
106714,P091,4,
106162,P096,5,
100131,P085,1,
107215,P093,4,
104226,P103,5,
103396,P099,0,
104531,P098,3,
102392,P096,0,
100675,P086,3,
100654,P093,2,
102643,P090,0,
107018,P096,1,
100871,P095,1,
101707,P094,5,
108303,P088,4,
104997,P102,1,
105744,P093,1,
104638,P101,2,
104298,P095,1,
100173,P086,0,
109872,P090,5,
101903,P087,4,
109293,P086,3,
102637,P100,0,
109667,P101,4,
104457,P091,2,
102250,P091,0,
100338,P087,4,
101669,P087,0,
105097,P092,2,
109286,P087,5,
100422,P099,3,
101082,P098,5,
102195,P103,1,
108073,P102,0,
107047,P096,2,
109060,P097,0,
106167,P090,3,
107865,P098,2,
104931,P103,3,
108997,P103,0,
107348,P088,5,
109732,P095,4,
105901,P090,1,
105653,P102,4,
102010,P094,1,
106722,P088,5,
107875,P096,3,
102956,P099,2,
104414,P099,4,
102805,P085,3,
103859,P097,0,
104852,P088,1,
107750,P089,3,
102186,P101,2,
108777,P090,2,
107297,P101,4,
103328,P099,3,
102810,P101,5,
107701,P093,0,
102050,P089,1,
104419,P102,0,
100070,P098,0,
106043,P099,2,
108610,P097,4,
108420,P102,4,
100191,P085,4,
103058,P102,0,
106790,P091,2,
106821,P097,0,
106353,P101,4,
102474,P089,1,
104422,P097,4,
100420,P089,4,
109444,P085,1,
107223,P091,3,
100495,P103,2,
109344,P087,4,
107921,P091,0,
109772,P099,0,
102529,P092,0,
109025,P103,0,
103518,P091,2,
109354,P097,4,
106704,P096,4,
102511,P099,1,
105026,P095,4,
106113,P098,5,
102462,P097,1,
107409,P089,2,
102026,P093,5,
108852,P103,3,
109505,P102,1,
105608,P094,1,
106011,P102,1,
109065,P084,0,
102654,P102,0,
106288,P093,3,
106492,P098,5,
104516,P103,2,
109526,P103,0,
101688,P096,5,
100696,P095,1,
103532,P089,4,
105777,P089,2,
101263,P086,5,
105278,P101,1,
100351,P090,3,
103231,P095,0,
102404,P103,5,
103802,P089,4,
109509,P097,3,
103309,P086,3,
105910,P093,4,
102108,P099,5,
107870,P100,5,
108956,P103,3,
102315,P093,2,
107231,P090,4,
101023,P092,0,
103439,P101,5,
103239,P090,1,
